,Category,Message
1420,1,"['y', 'o', 'u', '0', '7', '8', '0', '1', '5', '4', '3', '4', '8', '9', 'a', 'r', 'e', 'g', 'u', 'a', 'r', 'a', 'n', 't', 'e', 'e', 'd', 't', 'h', 'e', 'l', 'a', 't', 'e', 's', 't', 's', 'n', 'o', 'k', 'i', 'a', 'p', 'h', 'o', 'n', 'e', 'a', '4', '0', 'g', 'b', 'i', 'p', 'o', 'd', 'm', 'p', '3', 'p', 'l', 'a', 'y', 'e', 'r', 'o', 'r', 'a', '5', '0', '0', 'p', 'r', 'i', 'z', 'e', 't', 'x', 't', 'w', 'o', 'r', 'd', 'c', 'o', 'l', 'l', 'e', 'c', 't', 't', 'o', 'n', 'o', '8', '3', '3', '5', '5', 't', 'c', 'l', 'l', 'c', 'n', 'y', 'u', 's', 'a', '1', '5', '0', 'p', 'm', 't', 'm', 's', 'g', 'r', 'c', 'v', 'd', '1', '8']"
1421,0,"['i', 'w', 'o', 'n', 't', 't', 'o', 'u', 'c', 'h', 'y', 'o', 'u', 'w', 'i', 't', 'h', 'o', 'u', 't', 'y', 'o', 'u', 'r', 'p', 'e', 'r', 'm', 'i', 's', 's', 'i', 'o', 'n']"
1422,1,"['h', 'i', 'i', 't', 's', 'l', 'u', 'c', 'y', 'h', 'u', 'b', 'b', 'y', 'a', 't', 'm', 'e', 'e', 't', 'i', 'n', 's', 'a', 'l', 'l', 'd', 'a', 'y', 'f', 'r', 'i', 'i', 'w', 'i', 'l', 'l', 'b', 'a', 'l', 'o', 'n', 'e', 'a', 't', 'h', 'o', 't', 'e', 'l', 'u', 'f', 'a', 'n', 'c', 'y', 'c', 'u', 'm', 'i', 'n', 'o', 'v', 'e', 'r', 'p', 'l', 's', 'l', 'e', 'a', 'v', 'e', 'm', 's', 'g', '2', 'd', 'a', 'y', '0', '9', '0', '9', '9', '7', '2', '6', '3', '9', '5', 'l', 'u', 'c', 'y', 'x', 'c', 'a', 'l', 'l', 's', '1', 'm', 'i', 'n', 'm', 'o', 'b', 's', 'm', 'o', 'r', 'e', 'l', 'k', 'p', 'o', 'b', 'o', 'x', '1', '7', '7', 'h', 'p', '5', '1', 'f', 'l']"
1423,0,"['7', 'w', 'o', 'n', 'd', 'e', 'r', 's', 'i', 'n', 'm', 'y', 'w', 'o', 'r', 'l', 'd', '7', 't', 'h', 'y', 'o', 'u', '6', 't', 'h', 'u', 'r', 's', 't', 'y', 'l', 'e', '5', 't', 'h', 'u', 'r', 's', 'm', 'i', 'l', 'e', '4', 't', 'h', 'u', 'r', 'p', 'e', 'r', 's', 'o', 'n', 'a', 'l', 'i', 't', 'y', '3', 'r', 'd', 'u', 'r', 'n', 'a', 't', 'u', 'r', 'e', '2', 'n', 'd', 'u', 'r', 's', 'm', 's', 'a', 'n', 'd', '1', 's', 't', 'u', 'r', 'l', 'o', 'v', 'e', 'l', 'y', 'f', 'r', 'i', 'e', 'n', 'd', 's', 'h', 'i', 'p', 'g', 'o', 'o', 'd', 'm', 'o', 'r', 'n', 'i', 'n', 'g', 'd', 'e', 'a', 'r']"
1424,0,"['t', 'a', 'k', 'e', 's', 'o', 'm', 'e', 's', 'm', 'a', 'l', 'l', 'd', 'o', 's', 'e', 't', 'a', 'b', 'l', 'e', 't', 'f', 'o', 'r', 'f', 'e', 'v', 'e', 'r']"
1425,0,"['o', 'h', 'u', 'm', 'u', 's', 't', 'h', 'a', 'v', 'e', 't', 'a', 'k', 'e', 'n', 'y', 'o', 'u', 'r', 'r', 'e', 'a', 'l', 'v', 'a', 'l', 'e', 'n', 't', 'i', 'n', 'e', 'o', 'u', 't', 's', 'h', 'o', 'p', 'p', 'i', 'n', 'g', 'f', 'i', 'r', 's', 't']"
1426,0,"['j', 'u', 's', 't', 's', 'e', 'n', 't', 'y', 'o', 'u', 'a', 'n', 'e', 'm', 'a', 'i', 'l', 't', 'o', 'a', 'n', 'a', 'd', 'd', 'r', 'e', 's', 's', 'w', 'i', 't', 'h', 'i', 'n', 'c', 'o', 'm', 'm', 'i', 'n', 'i', 't', 'i', 's', 't', 'h', 'a', 't', 'r', 'i', 'g', 'h', 't']"
1427,0,"['w', 'i', 'l', 'l', 'd', 'o', 'y', 'o', 'u', 'g', 'o', 'n', 'n', 'a', 'b', 'e', 'a', 't', 'b', 'l', 'a', 'k', 'e', 's', 'a', 'l', 'l', 'n', 'i', 'g', 'h', 't', 'i', 'm', 'i', 'g', 'h', 't', 'b', 'e', 'a', 'b', 'l', 'e', 't', 'o', 'g', 'e', 't', 'o', 'u', 't', 'o', 'f', 'h', 'e', 'r', 'e', 'a', 'l', 'i', 't', 't', 'l', 'e', 'e', 'a', 'r', 'l', 'y']"
1428,0,"['f', 'r', 'i', 'e', 'n', 'd', 's', 'h', 'i', 'p', 'i', 's', 'n', 'o', 't', 'a', 'g', 'a', 'm', 'e', 't', 'o', 'p', 'l', 'a', 'y', 'i', 't', 'i', 's', 'n', 'o', 't', 'a', 'w', 'o', 'r', 'd', 't', 'o', 's', 'a', 'y', 'i', 't', 'd', 'o', 'e', 's', 'n', 't', 's', 't', 'a', 'r', 't', 'o', 'n', 'm', 'a', 'r', 'c', 'h', 'a', 'n', 'd', 'e', 'n', 'd', 's', 'o', 'n', 'm', 'a', 'y', 'i', 't', 'i', 's', 't', 'o', 'm', 'o', 'r', 'r', 'o', 'w', 'y', 'e', 's', 't', 'e', 'r', 'd', 'a', 'y', 't', 'o', 'd', 'a', 'y', 'a', 'n', 'd', 'e']"
1429,0,"['n', 'i', 'c', 'e', 'w', 'a', 'i', 't', 's', 'h', 'o', 'u', 'l', 'd', 'y', 'o', 'u', 'b', 'e', 't', 'e', 'x', 't', 'i', 'n', 'g', 'r', 'i', 'g', 'h', 't', 'n', 'o', 'w', 'i', 'm', 'n', 'o', 't', 'g', 'o', 'n', 'n', 'a', 'p', 'a', 'y', 'y', 'o', 'u', 'r', 't', 'i', 'c', 'k', 'e', 't', 'y', 'a', 'k', 'n', 'o', 'w']"
1430,0,"['i', 'm', 'w', 'a', 't', 'c', 'h', 'i', 'n', 'g', 'l', 'o', 't', 'r', 'w', 'm', 'y', 's', 'i', 's', 'd', 'i', 's', 'a', 'f', 't', 's', 'o', 'u', 'w', 'a', 'n', '2', 'm', 'e', 'e', 't', 'm', 'e', '4', 'd', 'i', 'n', 'n', 'e', 'r', 'a', 't', 'n', 'i', 't', 'e', 'a', 'n', 'o', 't']"
1431,0,"['w', 'h', 'y', 'y', 'o', 'u', 'k', 'e', 'e', 'p', 'i', 'n', 'g', 'm', 'e', 'a', 'w', 'a', 'y', 'l', 'i', 'k', 'e', 't', 'h', 'i', 's']"
1432,0,"['i', 't', 'h', 'i', 'n', 'k', 'i', 't', 's', 'f', 'a', 'r', 'm', 'o', 'r', 'e', 't', 'h', 'a', 'n', 't', 'h', 'a', 't', 'b', 'u', 't', 'f', 'i', 'n', 'd', 'o', 'u', 't', 'c', 'h', 'e', 'c', 'k', 'g', 'o', 'o', 'g', 'l', 'e', 'm', 'a', 'p', 's', 'f', 'o', 'r', 'a', 'p', 'l', 'a', 'c', 'e', 'f', 'r', 'o', 'm', 'y', 'o', 'u', 'r', 'd', 'o', 'r', 'm']"
1433,0,"['m', 'y', 't', 'r', 'i', 'p', 'w', 'a', 's', 'o', 'k', 'b', 'u', 't', 'q', 'u', 'i', 't', 'e', 't', 'i', 'r', 'i', 'n', 'g', 'l', 'o', 'r', 'u', 'n', 'i', 's', 't', 'a', 'r', 't', 's', 't', 'o', 'd', 'a', 'y', 'b', 'u', 't', 'i', 't', 's', 'o', 'k', '4', 'm', 'e', 'c', 'o', 's', 'i', 'm', 'n', 'o', 't', 't', 'a', 'k', 'i', 'n', 'g', 'a', 'n', 'y', 'm', 'o', 'd', 'u', 'l', 'e', 's', 'b', 'u', 't', 'j', 'u', 's', 'c', 'o', 'n', 'c', 'e', 'n', 't', 'r', 'a', 't', 'i', 'n', 'g', 'o', 'n', 'm', 'y', 'f', 'i', 'n', 'a', 'l', 'y', 'r', 'p', 'r', 'o', 'j', 'e', 'c', 't']"
1434,0,"['h', 'a', 'v', 'e', 'y', 'o', 'u', 'a', 'l', 'w', 'a', 'y', 's', 'b', 'e', 'e', 'n', 's', 'a', 'y', 'i', 'n', 'g', 'w', 'e', 'l', 'p']"
1435,0,"['i', 'm', 'a', 'g', 'u', 'y', 'b', 'r', 'o', 'w', 's', 'i', 'n', 'i', 's', 'c', 'o', 'm', 'p', 'u', 'l', 's', 'o', 'r', 'y']"
1436,0,"['p', 'u', 'r', 'i', 't', 'y', 'o', 'f', 'f', 'r', 'i', 'e', 'n', 'd', 's', 'h', 'i', 'p', 'b', 'e', 't', 'w', 'e', 'e', 'n', 't', 'w', 'o', 'i', 's', 'n', 'o', 't', 'a', 'b', 'o', 'u', 't', 's', 'm', 'i', 'l', 'i', 'n', 'g', 'a', 'f', 't', 'e', 'r', 'r', 'e', 'a', 'd', 'i', 'n', 'g', 't', 'h', 'e', 'f', 'o', 'r', 'w', 'a', 'r', 'd', 'e', 'd', 'm', 'e', 's', 's', 'a', 'g', 'e', 'i', 't', 's', 'a', 'b', 'o', 'u', 't', 's', 'm', 'i', 'l', 'i', 'n', 'g', 'j', 'u', 's', 't', 'b', 'y', 's', 'e', 'e', 'i', 'n', 'g', 't', 'h', 'e', 'n', 'a', 'm', 'e', 'g', 'u', 'd', 'e', 'v', 'n', 'g', 'm', 'u', 's', 't', 'h', 'u']"
1437,0,"['i', 's', 'h', 'o', 'u', 'l', 'd', 'a', 'd', 'd', 't', 'h', 'a', 't', 'i', 'd', 'o', 'n', 't', 'r', 'e', 'a', 'l', 'l', 'y', 'c', 'a', 'r', 'e', 'a', 'n', 'd', 'i', 'f', 'y', 'o', 'u', 'c', 'a', 'n', 't', 'i', 'c', 'a', 'n', 'a', 't', 'l', 'e', 'a', 's', 't', 'g', 'e', 't', 't', 'h', 'i', 's', 'd', 'u', 'd', 'e', 't', 'o', 'f', 'u', 'c', 'k', 'o', 'f', 'f', 'b', 'u', 't', 'h', 'e', 'y', 'y', 'o', 'u', 'r', 'm', 'o', 'n', 'e', 'y', 'i', 'f', 'y', 'o', 'u', 'w', 'a', 'n', 't', 'i', 't']"
1438,0,"['h', 'e', 'l', 'l', 'o', 'l', 'o', 'v', 'e', 'r', 'h', 'o', 'w', 'g', 'o', 'e', 's', 't', 'h', 'a', 't', 'n', 'e', 'w', 'j', 'o', 'b', 'a', 'r', 'e', 'y', 'o', 'u', 't', 'h', 'e', 'r', 'e', 'n', 'o', 'w', 'a', 'r', 'e', 'y', 'o', 'u', 'h', 'a', 'p', 'p', 'y', 'd', 'o', 'y', 'o', 'u', 't', 'h', 'i', 'n', 'k', 'o', 'f', 'm', 'e', 'i', 'w', 'a', 'k', 'e', 'm', 'y', 's', 'l', 'a', 'v', 'e', 'a', 'n', 'd', 's', 'e', 'n', 'd', 'y', 'o', 'u', 'a', 't', 'e', 'a', 's', 'i', 'n', 'g', 'k', 'i', 's', 's', 'f', 'r', 'o', 'm', 'a', 'c', 'r', 'o', 's', 's', 't', 'h', 'e', 's', 'e', 'a']"
1439,0,"['i', 't', 'o', 'l', 'd', 'y', 'o', 'u', 'r', 'n', 'u', 'm', 'b', 'e', 'r', 't', 'o', 'g', 'a', 'u', 't', 'h', 'a', 'm']"
1440,0,"['t', 'e', 'l', 'l', 't', 'h', 'e', 'm', 'n', 'o', 'n', 'e', 'e', 'd', 't', 'o', 'i', 'n', 'v', 'e', 's', 't', 'i', 'g', 'a', 't', 'e', 'a', 'b', 'o', 'u', 't', 'm', 'e', 'a', 'n', 'y', 'w', 'h', 'e', 'r', 'e']"
1441,0,"['o', 'k', 'i', 'j', 'u', 'z', 'r', 'e', 'c', 'e', 'i', 'v', 'e']"
1442,0,"['c', 'a', 'n', 't', 'b', 'e', 'l', 'i', 'e', 'v', 'e', 'i', 's', 'a', 'i', 'd', 's', 'o', 'm', 'a', 'n', 'y', 't', 'h', 'i', 'n', 'g', 's', 't', 'o', 'y', 'o', 'u', 't', 'h', 'i', 's', 'm', 'o', 'r', 'n', 'i', 'n', 'g', 'w', 'h', 'e', 'n', 'a', 'l', 'l', 'i', 'r', 'e', 'a', 'l', 'l', 'y', 'w', 'a', 'n', 't', 'e', 'd', 't', 'o', 's', 'a', 'y', 'w', 'a', 's', 'g', 'o', 'o', 'd', 'm', 'o', 'r', 'n', 'i', 'n', 'g', 'i', 'l', 'o', 'v', 'e', 'y', 'o', 'u', 'h', 'a', 'v', 'e', 'a', 'b', 'e', 'a', 'u', 't', 'i', 'f', 'u', 'l', 'm', 'o', 'r', 'n', 'i', 'n', 'g', 's', 'e', 'e', 'y', 'o', 'u', 'i', 'n', 't', 'h', 'e', 'l', 'i', 'b', 'r', 'a', 'r', 'y', 'l', 'a', 't', 'e', 'r']"
1443,1,"['y', 'o', 'u', 'r', 'a', 'c', 'c', 'o', 'u', 'n', 't', 'h', 'a', 's', 'b', 'e', 'e', 'n', 'c', 'r', 'e', 'd', 'i', 't', 'e', 'd', 'w', 'i', 't', 'h', '5', '0', '0', 'f', 'r', 'e', 'e', 't', 'e', 'x', 't', 'm', 'e', 's', 's', 'a', 'g', 'e', 's', 't', 'o', 'a', 'c', 't', 'i', 'v', 'a', 't', 'e', 'j', 'u', 's', 't', 't', 'x', 't', 't', 'h', 'e', 'w', 'o', 'r', 'd', 'c', 'r', 'e', 'd', 'i', 't', 't', 'o', 'n', 'o', '8', '0', '4', '8', '8', 't', 'c', 's', 'w', 'w', 'w', '8', '0', '4', '8', '8', 'b', 'i', 'z']"
1444,0,"['i', 'n', 't', 'h', 'e', 'e', 'n', 'd', 's', 'h', 'e', 'm', 'i', 'g', 'h', 't', 's', 't', 'i', 'l', 'l', 'v', 'o', 'm', 'i', 't', 'b', 'u', 't', 'i', 't', 's', 'o', 'k', 'a', 'y', 'n', 'o', 't', 'e', 'v', 'e', 'r', 'y', 't', 'h', 'i', 'n', 'g', 'w', 'i', 'l', 'l', 'c', 'o', 'm', 'e', 'o', 'u', 't']"
1445,0,"['h', 'o', 'w', 'a', 'r', 'e', 'y', 'o', 'u', 'w', 'i', 't', 'h', 'm', 'o', 'n', 'e', 'y', 'a', 's', 'i', 'n', 't', 'o', 'y', 'o', 'u', 'm', 'o', 'n', 'e', 'y', 'a', 'i', 'n', 't', 'a', 't', 'h', 'i', 'n', 'g', 'h', 'o', 'w', 'a', 'r', 'e', 'y', 'o', 'u', 's', 'h', 'a']"
1446,0,"['i', 't', 'h', 'a', 's', 'e', 'v', 'e', 'r', 'y', 't', 'h', 'i', 'n', 'g', 't', 'o', 'd', 'o', 'w', 'i', 't', 'h', 't', 'h', 'e', 'w', 'e', 'a', 't', 'h', 'e', 'r', 'k', 'e', 'e', 'p', 'e', 'x', 't', 'r', 'a', 'w', 'a', 'r', 'm', 'i', 't', 's', 'a', 'c', 'o', 'l', 'd', 'b', 'u', 't', 'n', 'o', 't', 'h', 'i', 'n', 'g', 's', 'e', 'r', 'i', 'o', 'u', 's', 'p', 'l', 's', 'l', 'o', 't', 's', 'o', 'f', 'v', 'i', 't', 'a', 'm', 'i', 'n', 'c']"
1447,0,"['h', 'e', 'y', 'g', 'a', 'l', 's', 'a', 'n', 'y', 'o', 'n', 'e', 'o', 'f', 'u', 'g', 'o', 'i', 'n', 'g', 'd', 'o', 'w', 'n', 't', 'o', 'e', 'd', 'r', 'i', 'v', 'i', 'n', 'g', 'c', 'e', 'n', 't', 'r', 'e', 't', 'm', 'r']"
1448,0,"['i', 'm', 'a', 'l', 'w', 'a', 'y', 's', 'o', 'n', 'y', 'a', 'h', 'o', 'o', 'm', 'e', 's', 's', 'e', 'n', 'g', 'e', 'r', 'n', 'o', 'w', 'j', 'u', 's', 't', 's', 'e', 'n', 'd', 't', 'h', 'e', 'm', 'e', 's', 's', 'a', 'g', 'e', 't', 'o', 'm', 'e', 'a', 'n', 'd', 'i', 'l', 'l', 'g', 'e', 't', 'i', 't', 'y', 'o', 'u', 'm', 'a', 'y', 'h', 'a', 'v', 'e', 't', 'o', 's', 'e', 'n', 'd', 'i', 't', 'i', 'n', 't', 'h', 'e', 'm', 'o', 'b', 'i', 'l', 'e', 'm', 'o', 'd', 'e', 's', 'h', 'a', 'b', 'u', 't', 'i', 'l', 'l', 'g', 'e', 't', 'i', 't', 'a', 'n', 'd', 'w', 'i', 'l', 'l', 'r', 'e', 'p', 'l', 'y']"
1449,0,"['i', 'm', 'p', 'u', 't', 't', 'i', 'n', 'g', 'i', 't', 'o', 'n', 'n', 'o', 'w', 'i', 't', 's', 'h', 'o', 'u', 'l', 'd', 'b', 'e', 'r', 'e', 'a', 'd', 'y', 'f', 'o', 'r', 'l', 't', 't', 'i', 'm', 'e', 'g', 't']"
1450,0,"['t', 'i', 'm', 'e', 'n', 's', 'm', 'i', 'l', 'e', 'r', 't', 'h', 'e', 't', 'w', 'o', 'c', 'r', 'u', 'c', 'i', 'a', 'l', 't', 'h', 'i', 'n', 'g', 's', 'i', 'n', 'o', 'u', 'r', 'l', 'i', 'f', 'e', 's', 'o', 'm', 'e', 't', 'i', 'm', 'e', 's', 't', 'i', 'm', 'e', 'm', 'a', 'k', 'e', 's', 'u', 's', 't', 'o', 'f', 'o', 'r', 'g', 'e', 't', 's', 'm', 'i', 'l', 'e', 'a', 'n', 'd', 's', 'o', 'm', 'e', 't', 'i', 'm', 'e', 's', 's', 'o', 'm', 'e', 'o', 'n', 'e', 's', 's', 'm', 'i', 'l', 'e', 'm', 'a', 'k', 'e', 's', 'u', 's', 't', 'o', 'f', 'o', 'r', 'g', 'e', 't', 't', 'i', 'm', 'e', 'g', 'u', 'd', 'n', 'o', 'o', 'n']"
1451,1,"['s', 'm', 's', 'a', 'c', 'j', 's', 'c', 'o', 'e', 'n', 'e', 'r', 'g', 'y', 'i', 's', 'h', 'i', 'g', 'h', 'b', 'u', 't', 'u', 'm', 'a', 'y', 'n', 'o', 't', 'k', 'n', 'o', 'w', 'w', 'h', 'e', 'r', 'e', '2', 'c', 'h', 'a', 'n', 'n', 'e', 'l', 'i', 't', '2', 'd', 'a', 'y', 'u', 'r', 'l', 'e', 'a', 'd', 'e', 'r', 's', 'h', 'i', 'p', 's', 'k', 'i', 'l', 'l', 's', 'r', 's', 't', 'r', 'o', 'n', 'g', 'p', 's', 'y', 'c', 'h', 'i', 'c', 'r', 'e', 'p', 'l', 'y', 'a', 'n', 's', 'w', 'q', 'u', 'e', 's', 't', 'i', 'o', 'n', 'e', 'n', 'd', 'r', 'e', 'p', 'l', 'y', 'e', 'n', 'd', 'j', 's', 'c', 'o']"
1452,0,"['h', 'o', 's', 't', 'b', 'a', 's', 'e', 'd', 'i', 'd', 'p', 's', 'f', 'o', 'r', 'l', 'i', 'n', 'u', 'x', 's', 'y', 's', 't', 'e', 'm', 's']"
1453,1,"['h', 'o', 't', 'l', 'i', 'v', 'e', 'f', 'a', 'n', 't', 'a', 's', 'i', 'e', 's', 'c', 'a', 'l', 'l', 'n', 'o', 'w', '0', '8', '7', '0', '7', '5', '0', '9', '0', '2', '0', 'j', 'u', 's', 't', '2', '0', 'p', 'p', 'e', 'r', 'm', 'i', 'n', 'n', 't', 't', 'l', 't', 'd', 'p', 'o', 'b', 'o', 'x', '1', '3', '2', '7', 'c', 'r', 'o', 'y', 'd', 'o', 'n', 'c', 'r', '9', '5', 'w', 'b', '0', '8', '7', '0', 'i', 's', 'a', 'n', 'a', 't', 'i', 'o', 'n', 'a', 'l', 'r', 'a', 't', 'e', 'c', 'a', 'l', 'l']"
1454,0,"['d', 'o', 'n', 'n', 'o', 'd', 'a', 'w', 'h', 'a', 't', 's', 'y', 'o', 'u', 'p', 'l', 'a', 'n']"
1455,0,"['i', 'l', 'l', 'b', 'e', 't', 'h', 'e', 'r', 'e', 'o', 'n', 'l', 't', 'g', 't', 'o', 'k']"
1456,0,"['o', 'h', 'm', 'y', 'g', 'o', 'd', 'i', 'm', 'a', 'l', 'm', 'o', 's', 't', 'h', 'o', 'm', 'e']"
1457,0,"['t', 'o', 't', 'a', 'l', 'v', 'i', 'd', 'e', 'o', 'c', 'o', 'n', 'v', 'e', 'r', 't', 'e', 'r', 'f', 'r', 'e', 'e', 'd', 'o', 'w', 'n', 'l', 'o', 'a', 'd', 't', 'y', 'p', 'e', 't', 'h', 'i', 's', 'i', 'n', 'g', 'o', 'o', 'g', 'l', 'e', 's', 'e', 'a', 'r', 'c', 'h']"
1458,1,"['t', 'h', 'a', 'n', 'k', 's', 'f', 'o', 'r', 't', 'h', 'e', 'v', 'o', 't', 'e', 'n', 'o', 'w', 's', 'i', 'n', 'g', 'a', 'l', 'o', 'n', 'g', 'w', 'i', 't', 'h', 't', 'h', 'e', 's', 't', 'a', 'r', 's', 'w', 'i', 't', 'h', 'k', 'a', 'r', 'a', 'o', 'k', 'e', 'o', 'n', 'y', 'o', 'u', 'r', 'm', 'o', 'b', 'i', 'l', 'e', 'f', 'o', 'r', 'a', 'f', 'r', 'e', 'e', 'l', 'i', 'n', 'k', 'j', 'u', 's', 't', 'r', 'e', 'p', 'l', 'y', 'w', 'i', 't', 'h', 's', 'i', 'n', 'g', 'n', 'o', 'w']"
1459,0,"['s', 'o', 'u', 'n', 'd', 's', 'l', 'i', 'k', 'e', 's', 'o', 'm', 'e', 't', 'h', 'i', 'n', 'g', 't', 'h', 'a', 't', 's', 'o', 'm', 'e', 'o', 'n', 'e', 't', 'e', 's', 't', 'i', 'n', 'g', 'm', 'e', 'w', 'o', 'u', 'l', 'd', 's', 'a', 'y', 'y']"
1460,0,"['w', 'h', 'e', 'n', 'u', 'l', 'o', 'v', 'e', 's', 'o', 'm', 'e', 'o', 'n', 'e', 'd', 'o', 'n', 't', 'm', 'a', 'k', 'e', 't', 'h', 'e', 'm', 't', 'o', 'l', 'o', 'v', 'e', 'u', 'a', 's', 'm', 'u', 'c', 'h', 'a', 's', 'u', 'd', 'o', 'b', 'u', 't', 'l', 'o', 'v', 'e', 't', 'h', 'e', 'm', 's', 'o', 'm', 'u', 'c', 'h', 't', 'h', 'a', 't', 't', 'h', 'e', 'y', 'd', 'o', 'n', 't', 'w', 'a', 'n', 't', 't', 'o', 'b', 'e', 'l', 'o', 'v', 'e', 'd', 'b', 'y', 'a', 'n', 'y', 'o', 'n', 'e', 'e', 'x', 'c', 'e', 'p', 't', 'y', 'o', 'u', 'g', 'u', 'd', 'n', 'i', 't']"
1461,0,"['p', 'e', 't', 'e', 'i', 's', 't', 'h', 'i', 's', 'y', 'o', 'u', 'r', 'p', 'h', 'o', 'n', 'e', 's', 't', 'i', 'l', 'l', 'i', 't', 's', 'j', 'e', 'n', 'n', 'y', 'f', 'r', 'o', 'm', 'c', 'o', 'l', 'l', 'e', 'g', 'e', 'a', 'n', 'd', 'l', 'e', 'a', 'n', 'n', 'e', 'w', 'h', 'a', 't', 'a', 'r', 'e', 'y', 'o', 'u', 'u', 'p', 't', 'o', 'n', 'o', 'w']"
1462,0,"['o', 'o', 'p', 's', 's', 'o', 'r', 'r', 'y', 'j', 'u', 's', 't', 't', 'o', 'c', 'h', 'e', 'c', 'k', 't', 'h', 'a', 't', 'y', 'o', 'u', 'd', 'o', 'n', 't', 'm', 'i', 'n', 'd', 'p', 'i', 'c', 'k', 'i', 'n', 'g', 'm', 'e', 'u', 'p', 't', 'o', 'm', 'o', 'a', 't', 'h', 'a', 'l', 'f', 'e', 'i', 'g', 'h', 't', 'f', 'r', 'o', 'm', 's', 't', 'a', 't', 'i', 'o', 'n', 'w', 'o', 'u', 'l', 'd', 't', 'h', 'a', 't', 'b', 'e', 'o', 'k']"
1463,0,"['h', 'e', 'y', 's', 'w', 'e', 'e', 't', 'i', 'w', 'a', 's', 'w', 'o', 'n', 'd', 'e', 'r', 'i', 'n', 'g', 'w', 'h', 'e', 'n', 'y', 'o', 'u', 'h', 'a', 'd', 'a', 'm', 'o', 'm', 'e', 'n', 't', 'i', 'f', 'y', 'o', 'u', 'm', 'i', 'g', 'h', 't', 'c', 'o', 'm', 'e', 't', 'o', 'm', 'e', 'i', 'w', 'a', 'n', 't', 't', 'o', 's', 'e', 'n', 'd', 'a', 'f', 'i', 'l', 'e', 't', 'o', 's', 'o', 'm', 'e', 'o', 'n', 'e', 'b', 'u', 't', 'i', 't', 'w', 'o', 'n', 't', 'g', 'o', 'o', 'v', 'e', 'r', 'y', 'a', 'h', 'o', 'o', 'f', 'o', 'r', 't', 'h', 'e', 'm', 'b', 'e', 'c', 'a', 'u', 's', 'e', 't', 'h', 'e', 'i', 'r', 'c', 'o', 'n', 'n', 'e', 'c', 't', 'i', 'o', 'n', 's', 'u', 'c', 'k', 's', 'r', 'e', 'm', 'e', 'm', 'b', 'e', 'r', 'w', 'h', 'e', 'n', 'y', 'o', 'u', 's', 'e', 't', 'u', 'p', 't', 'h', 'a', 't', 'p', 'a', 'g', 'e', 'f', 'o', 'r', 'm', 'e', 't', 'o', 'g', 'o', 't', 'o', 'a', 'n', 'd', 'd', 'o', 'w', 'n', 'l', 'o', 'a', 'd', 't', 'h', 'e', 'f', 'o', 'r', 'm', 'a', 't', 'd', 'i', 's', 'c', 'c', 'o', 'u', 'l', 'd', 'y', 'o', 'u', 't', 'e', 'l', 'l', 'm', 'e', 'h', 'o', 'w', 't', 'o', 'd', 'o', 't', 'h', 'a', 't', 'o', 'r', 'd', 'o', 'y', 'o', 'u', 'k', 'n', 'o', 'w', 's', 'o', 'm', 'e', 'o', 't', 'h', 'e', 'r', 'w', 'a', 'y', 't', 'o', 'd', 'o', 'w', 'n', 'l', 'o', 'a', 'd', 'b', 'i', 'g', 'f', 'i', 'l', 'e', 's', 'b', 'e', 'c', 'a', 'u', 's', 'e', 't', 'h', 'e', 'y', 'c', 'a', 'n', 'd', 'o', 'w', 'n', 'l', 'o', 'a', 'd', 's', 't', 'u', 'f', 'f', 'd', 'i', 'r', 'e', 'c', 't', 'l', 'y', 'f', 'r', 'o', 'm', 't', 'h', 'e', 'i', 'n', 't', 'e', 'r', 'n', 'e', 't', 'a', 'n', 'y', 'h', 'e', 'l', 'p', 'w', 'o', 'u', 'l', 'd', 'b', 'e', 'g', 'r', 'e', 'a', 't', 'm', 'y', 'p', 'r', 'e', 'y', 't', 'e', 'a', 's', 'i', 'n', 'g', 'k', 'i', 's', 's']"
1464,0,"['h', 'o', 'w', 's', 't', 'h', 'e', 'c', 'h', 'a', 'm', 'p', 'j', 'u', 's', 't', 'l', 'e', 'a', 'v', 'i', 'n', 'g', 'g', 'l', 'a', 's', 'g', 'o', 'w']"
1465,0,"['k', 'a', 'l', 'l', 't', 'h', 'e', 'b', 'e', 's', 't', 'c', 'o', 'n', 'g', 'r', 'a', 't', 's']"
1466,0,"['i', 'w', 'o', 'n', 'd', 'e', 'r', 'i', 'f', 'y', 'o', 'u', 'l', 'l', 'g', 'e', 't', 't', 'h', 'i', 's', 't', 'e', 'x', 't']"
1467,0,"['i', 'n', 'e', 'e', 'd', 't', 'o', 'c', 'o', 'm', 'e', 'h', 'o', 'm', 'e', 'a', 'n', 'd', 'g', 'i', 'v', 'e', 'y', 'o', 'u', 's', 'o', 'm', 'e', 'g', 'o', 'o', 'd', 'l', 'o', 'v', 'i', 'n']"
